building_number,cooling_area,work_time,total_area,hour_cos,holiday,low_day,solar_power_capacity,hour_sin,building_type_Hospital,date_sin,building_type_Research Institute,building_type_Commercial,discomfort,sensory_temperature,sy_en,weekday_sin,weekday_cos,answer
16,0.25259306678548343,0,0.6031848704175097,0.5806824532272636,1,0,0.3563988598884451,1.2825863006779805,0,-0.24050534480280758,0,0,-0.25339644155943175,-0.1661642785815586,1,1.1056081275288276,-0.8816930602364556,1358.298521907578
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157412,1,0,0.3563988598884451,1.4143267756306492,0,-0.24050534480280758,0,0,-0.26350161743200495,-0.3470851081373119,1,1.1056081275288276,-0.8816930602364556,3572.7017290797803
16,0.25259306678548343,1,0.6031848704175097,-0.15253949020445148,1,0,0.3563988598884451,1.4411731037492679,0,-0.24050534480280758,0,0,-0.24690929838445416,-0.3665616778750553,1,1.1056081275288276,-0.8816930602364556,4419.641182183792
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933666,1,0,0.3563988598884451,1.361134215691058,0,-0.24050534480280758,0,0,-0.08825381790499365,-0.3134495079154994,1,1.1056081275288276,-0.8816930602364556,4529.57021852102
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660022,1,0,0.3563988598884451,1.180146229629748,0,-0.24050534480280758,0,0,0.13621188414958169,-0.10050641923355948,1,1.1056081275288276,-0.8816930602364556,4637.347142249447
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,1,0,0.3563988598884451,0.9116321965265621,0,-0.24050534480280758,0,0,0.6051215795976169,0.3528237554170643,1,1.1056081275288276,-0.8816930602364556,4658.890914802616
16,0.25259306678548343,1,0.6031848704175097,-1.3307977502090833,1,0,0.3563988598884451,0.5755065738467976,0,-0.24050534480280758,0,0,0.9375111928632595,0.8025155196762992,1,1.1056081275288276,-0.8816930602364556,4655.403703946578
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,1,0,0.3563988598884451,0.19669826135220755,0,-0.24050534480280758,0,0,1.0362291622760056,1.0508669855450288,1,1.1056081275288276,-0.8816930602364556,4619.001459677803
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,1,0,0.3563988598884451,-0.19669826135220647,0,-0.24050534480280758,0,0,1.3208591617034133,1.3600541214875406,1,1.1056081275288276,-0.8816930602364556,4565.990180410554
16,0.25259306678548343,1,0.6031848704175097,-1.330797750209083,1,0,0.3563988598884451,-0.5755065738467977,0,-0.24050534480280758,0,0,1.933815080236848,2.0549162584472884,1,1.1056081275288276,-0.8816930602364556,4593.3597644463025
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,1,0,0.3563988598884451,-0.9116321965265618,0,-0.24050534480280758,0,0,1.8990983160504245,2.2761669493811882,1,1.1056081275288276,-0.8816930602364556,4603.659543616759
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660024,1,0,0.3563988598884451,-1.1801462296297478,0,-0.24050534480280758,0,0,1.7213426819057707,1.9905963373756297,1,1.1056081275288276,-0.8816930602364556,4602.455328844822
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933669,1,0,0.3563988598884451,-1.3611342156910577,0,-0.24050534480280758,0,0,1.3760526196921619,1.8405324948010846,1,1.1056081275288276,-0.8816930602364556,4610.270068803407
16,0.25259306678548343,1,0.6031848704175097,-0.1525394902044509,1,0,0.3563988598884451,-1.441173103749268,0,-0.24050534480280758,0,0,1.5087595274717047,2.1295362137022864,1,1.1056081275288276,-0.8816930602364556,4650.258716163115
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157351,1,0,0.3563988598884451,-1.4143267756306495,0,-0.24050534480280758,0,0,1.0975432134798482,1.557732345189039,1,1.1056081275288276,-0.8816930602364556,4582.685655947063
16,0.25259306678548343,1,0.6031848704175097,0.5806824532272628,1,0,0.3563988598884451,-1.282586300677981,0,-0.24050534480280758,0,0,0.4764810030277581,0.7787132046716273,1,1.1056081275288276,-0.8816930602364556,4373.575698581514
16,0.25259306678548343,1,0.6031848704175097,0.889466970192931,1,0,0.3563988598884451,-1.0557222672459305,0,-0.24050534480280758,0,0,0.6687193161630598,0.9487633184340317,1,1.1056081275288276,-0.8816930602364556,4516.899401069305
16,0.25259306678548343,1,0.6031848704175097,1.1279949596804033,1,0,0.3563988598884451,-0.7505601428602594,0,-0.24050534480280758,0,0,0.2579829452841477,0.6299477285034523,1,1.1056081275288276,-0.8816930602364556,3092.79483847214
16,0.25259306678548343,1,0.6031848704175097,1.2785758919023382,1,0,0.3563988598884451,-0.3897324062628261,0,-0.24050534480280758,0,0,-0.307099966257995,0.011424648447991357,1,1.1056081275288276,-0.8816930602364556,1980.0715925105828
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,1,0,0.3563988598884451,-3.003376326318943e-16,0,-0.24050534480280758,0,0,-0.7368099123986833,-0.4856773961935441,1,1.1056081275288276,-0.8816930602364556,1310.8571595442656
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,1,0,0.3563988598884451,5.347278682340761e-17,0,0.32003405977159227,0,0,-1.0449755837109236,-0.8355409862872553,1,3.4653616741139747e-16,-1.4141258728017245,1308.4667725754434
16,0.25259306678548343,0,0.6031848704175097,1.2785758919023387,1,0,0.3563988598884451,0.3897324062628249,0,0.32003405977159227,0,0,-1.3168712683448427,-1.1106371618035102,1,3.4653616741139747e-16,-1.4141258728017245,1208.602861046505
16,0.25259306678548343,0,0.6031848704175097,1.1279949596804033,1,0,0.3563988598884451,0.7505601428602594,0,0.32003405977159227,0,0,-1.2027713858671965,-1.0994957080983603,1,3.4653616741139747e-16,-1.4141258728017245,1205.576429914162
16,0.25259306678548343,0,0.6031848704175097,0.889466970192931,1,0,0.3563988598884451,1.0557222672459305,0,0.32003405977159227,0,0,-1.3683992267347227,-1.2512363215994318,1,3.4653616741139747e-16,-1.4141258728017245,1205.4945893559002
16,0.25259306678548343,0,0.6031848704175097,0.5806824532272636,1,0,0.3563988598884451,1.2825863006779805,0,0.32003405977159227,0,0,-1.398229537139343,-1.2203909340312975,1,3.4653616741139747e-16,-1.4141258728017245,1434.970334374812
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157412,1,0,0.3563988598884451,1.4143267756306492,0,0.32003405977159227,0,0,-1.5104623881666326,-1.3253500103798912,1,3.4653616741139747e-16,-1.4141258728017245,3135.2666590914278
16,0.25259306678548343,1,0.6031848704175097,-0.15253949020445148,1,0,0.3563988598884451,1.4411731037492679,0,0.32003405977159227,0,0,-1.398229537139343,-1.3012814389003975,1,3.4653616741139747e-16,-1.4141258728017245,3887.1641728815775
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933666,1,0,0.3563988598884451,1.361134215691058,0,0.32003405977159227,0,0,-1.398229537139343,-1.4159332654564583,1,3.4653616741139747e-16,-1.4141258728017245,3947.7032933913606
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660022,1,0,0.3563988598884451,1.180146229629748,0,0.32003405977159227,0,0,-0.3880758627921799,-0.3016521743337111,1,3.4653616741139747e-16,-1.4141258728017245,4443.777924882717
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,1,0,0.3563988598884451,0.9116321965265621,0,0.32003405977159227,0,0,0.060531184158227495,0.3550485799245794,1,3.4653616741139747e-16,-1.4141258728017245,4576.995753532866
16,0.25259306678548343,1,0.6031848704175097,-1.3307977502090833,1,0,0.3563988598884451,0.5755065738467976,0,0.32003405977159227,0,0,0.3520333360709963,0.5110001643009312,1,3.4653616741139747e-16,-1.4141258728017245,4586.395213594438
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,1,0,0.3563988598884451,0.19669826135220755,0,0.32003405977159227,0,0,0.9540771414100981,1.3546046907235676,1,3.4653616741139747e-16,-1.4141258728017245,4520.341189427158
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,1,0,0.3563988598884451,-0.19669826135220647,0,0.32003405977159227,0,0,1.6834667317341314,1.9283813700169048,1,3.4653616741139747e-16,-1.4141258728017245,4706.925656169129
16,0.25259306678548343,1,0.6031848704175097,-1.330797750209083,1,0,0.3563988598884451,-0.5755065738467977,0,0.32003405977159227,0,0,1.5483126414885828,1.9880265679320088,1,3.4653616741139747e-16,-1.4141258728017245,4698.302313023811
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,1,0,0.3563988598884451,-0.9116321965265618,0,0.32003405977159227,0,0,1.2485749822036731,1.4545032190327774,1,3.4653616741139747e-16,-1.4141258728017245,4572.84973880388
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660024,1,0,0.3563988598884451,-1.1801462296297478,0,0.32003405977159227,0,0,1.2065219447193611,1.4488443430962754,1,3.4653616741139747e-16,-1.4141258728017245,4467.680474080719
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933669,1,0,0.3563988598884451,-1.3611342156910577,0,0.32003405977159227,0,0,1.1951641700630047,1.5502478629747594,1,3.4653616741139747e-16,-1.4141258728017245,4540.134897537187
16,0.25259306678548343,1,0.6031848704175097,-0.1525394902044509,1,0,0.3563988598884451,-1.441173103749268,0,0.32003405977159227,0,0,1.4724236145416032,1.8064964871888511,1,3.4653616741139747e-16,-1.4141258728017245,4735.81194514258
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157351,1,0,0.3563988598884451,-1.4143267756306495,0,0.32003405977159227,0,0,0.641945346790875,0.9563875847879534,1,3.4653616741139747e-16,-1.4141258728017245,4546.603041049766
16,0.25259306678548343,1,0.6031848704175097,0.5806824532272628,1,0,0.3563988598884451,-1.282586300677981,0,0.32003405977159227,0,0,0.060531184158227495,0.403107894015578,1,3.4653616741139747e-16,-1.4141258728017245,4595.416376305116
16,0.25259306678548343,1,0.6031848704175097,0.889466970192931,1,0,0.3563988598884451,-1.0557222672459305,0,0.32003405977159227,0,0,-0.2670510868277445,-0.06584109079917105,1,3.4653616741139747e-16,-1.4141258728017245,4265.545314373311
16,0.25259306678548343,1,0.6031848704175097,1.1279949596804033,1,0,0.3563988598884451,-0.7505601428602594,0,0.32003405977159227,0,0,-0.3048584736975351,-0.100827448449502,1,3.4653616741139747e-16,-1.4141258728017245,2917.079830855559
16,0.25259306678548343,1,0.6031848704175097,1.2785758919023382,1,0,0.3563988598884451,-0.3897324062628261,0,0.32003405977159227,0,0,-0.3239849978634404,-0.12224493907538228,1,3.4653616741139747e-16,-1.4141258728017245,1979.5832799151249
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,1,0,0.3563988598884451,-3.003376326318943e-16,0,0.32003405977159227,0,0,-0.43259454209299414,-0.3723175927210007,1,3.4653616741139747e-16,-1.4141258728017245,1299.7186006833276
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,0,0,0.3563988598884451,5.347278682340761e-17,0,0.7205336077340472,0,0,-0.4387836986099369,-0.2068622497459401,1,-1.1056081275288274,-0.8816930602364559,1342.311662765788
16,0.25259306678548343,0,0.6031848704175097,1.2785758919023387,0,0,0.3563988598884451,0.3897324062628249,0,0.7205336077340472,0,0,-0.3579475657295212,-0.17339882979841104,1,-1.1056081275288274,-0.8816930602364559,1231.7717199152312
16,0.25259306678548343,0,0.6031848704175097,1.1279949596804033,0,0,0.3563988598884451,0.7505601428602594,0,0.7205336077340472,0,0,-0.3487020681801394,-0.2663194617424647,1,-1.1056081275288274,-0.8816930602364559,1234.628619348633
16,0.25259306678548343,0,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,1.0557222672459305,0,0.7205336077340472,0,0,-0.6004559643707682,-0.5206637572414761,1,-1.1056081275288274,-0.8816930602364559,1215.5404408246613
16,0.25259306678548343,0,0.6031848704175097,0.5806824532272636,0,0,0.3563988598884451,1.2825863006779805,0,0.7205336077340472,0,0,-0.7880425211805967,-0.7256446948502527,1,-1.1056081275288274,-0.8816930602364559,1454.9405612219734
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157412,0,0,0.3563988598884451,1.4143267756306492,0,0.7205336077340472,0,0,-0.8554191504979652,-0.8103167171050945,1,-1.1056081275288274,-0.8816930602364559,3669.887926400409
16,0.25259306678548343,1,0.6031848704175097,-0.15253949020445148,0,0,0.3563988598884451,1.4411731037492679,0,0.7205336077340472,0,0,-1.0062425922661686,-0.9220968565125913,1,-1.1056081275288274,-0.8816930602364559,4715.601905586592
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933666,0,0,0.3563988598884451,1.361134215691058,0,0.7205336077340472,0,0,-0.7859935332753267,-0.8234521826265351,1,-1.1056081275288274,-0.8816930602364559,4592.292431359813
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660022,0,0,0.3563988598884451,1.180146229629748,0,0.7205336077340472,0,0,-0.40507692460075445,-0.49903927790928004,1,-1.1056081275288274,-0.8816930602364559,4667.960472965283
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,0.9116321965265621,0,0.7205336077340472,0,0,0.34750288404879615,0.2439670180574915,1,-1.1056081275288274,-0.8816930602364559,4867.275396811674
16,0.25259306678548343,1,0.6031848704175097,-1.3307977502090833,0,0,0.3563988598884451,0.5755065738467976,0,0.7205336077340472,0,0,1.029380743241281,0.9290004157915128,1,-1.1056081275288274,-0.8816930602364559,4796.702835110463
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,0.19669826135220755,0,0.7205336077340472,0,0,1.9283827570903198,1.7534495749700492,1,-1.1056081275288274,-0.8816930602364559,4869.778478609817
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,-0.19669826135220647,0,0.7205336077340472,0,0,2.1947248142744415,1.9117709799149565,1,-1.1056081275288274,-0.8816930602364559,4870.909793570197
16,0.25259306678548343,1,0.6031848704175097,-1.330797750209083,0,0,0.3563988598884451,-0.5755065738467977,0,0.7205336077340472,0,0,2.0674027627401466,1.9905963373756297,1,-1.1056081275288274,-0.8816930602364559,4900.736082154491
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,-0.9116321965265618,0,0.7205336077340472,0,0,1.868898818635845,1.7947202221367873,1,-1.1056081275288274,-0.8816930602364559,4862.280928908855
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660024,0,0,0.3563988598884451,-1.1801462296297478,0,0.7205336077340472,0,0,1.38374489474965,1.27918354695151,1,-1.1056081275288274,-0.8816930602364559,4959.590353862127
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933669,0,0,0.3563988598884451,-1.3611342156910577,0,0.7205336077340472,0,0,1.1362234639231827,0.9392092651335793,1,-1.1056081275288274,-0.8816930602364559,5005.285060304101
16,0.25259306678548343,1,0.6031848704175097,-0.1525394902044509,0,0,0.3563988598884451,-1.441173103749268,0,0.7205336077340472,0,0,1.2186260045458484,1.0079340514288966,1,-1.1056081275288274,-0.8816930602364559,5019.8681287943855
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157351,0,0,0.3563988598884451,-1.4143267756306495,0,0.7205336077340472,0,0,1.0383493505331962,0.8725324989352325,1,-1.1056081275288274,-0.8816930602364559,4708.727161566457
16,0.25259306678548343,1,0.6031848704175097,0.5806824532272628,0,0,0.3563988598884451,-1.282586300677981,0,0.7205336077340472,0,0,0.7895753209229418,0.6891100660238854,1,-1.1056081275288274,-0.8816930602364559,4602.2172185478175
16,0.25259306678548343,1,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,-1.0557222672459305,0,0.7205336077340472,0,0,0.7119484779790907,0.5895898063307571,1,-1.1056081275288274,-0.8816930602364559,4532.372562635579
