building_number,total_area,cooling_area,work_time,ma_dis_5,hour_cos,date_sin,hour_sin,CDH,holiday,humidity,ma_dis_3,discomfort,weekday_cos,weekday_sin,discomfort_3,CDH_mean,temperature_3,discomfort_mean,temperature_mean,sensory_temperature,temperature,windspeed,answer
32,-0.7285611024137325,-0.5237835426139125,0,70.692284,-1.3305755490332605,-1.840711090931173,0.575410482432915,-39.6,0,0.06333510514501657,71.34671,72.23805,1.2738706550204975,0.6134637751015928,2.39916,-31.825,1.8,70.62560917,22.40833333,25.673,0.5569828948893834,-1.03991689531463,5170.118159807311
32,-0.7285611024137325,-0.5237835426139125,0,71.361724,-1.4325317611183708,-1.840711090931173,0.19666541895752346,-41.6,0,-0.0010015784069445025,72.07653,72.9296,1.2738706550204975,0.6134637751015928,2.18946,-31.825,1.7,70.62560917,22.40833333,26.0372019,0.7452005403231466,-0.4237812984342683,5123.638855050795
32,-0.7285611024137325,-0.5237835426139125,0,72.028514,-1.4325317611183708,-1.840711090931173,-0.19666541895752238,-41.3,0,0.3850185229048219,72.78016333,73.17284,1.2738706550204975,0.6134637751015928,2.1109,-31.825,1.1,70.62560917,22.40833333,26.08564045,0.6699134821496416,-1.3479846937548108,4944.836210222405
32,-0.7285611024137325,-0.5237835426139125,0,72.306386,-1.3305755490332605,-1.840711090931173,-0.5754104824329151,-41.3,0,0.5780285735607051,72.74398,72.1295,1.2738706550204975,0.6134637751015928,-0.10855,-31.825,-0.5,70.62560917,22.40833333,24.76096817,0.3687652494556201,0.8084898953264545,4877.630575195007
32,-0.7285611024137325,-0.5237835426139125,0,72.434498,-1.1342247506947578,-1.840711090931173,-0.9114799827540595,-41.5,0,0.8997119913205105,72.33494667,71.7025,1.2738706550204975,0.6134637751015928,-1.2271,-31.825,-1.5,70.62560917,22.40833333,24.28680578,0.18054760402185685,0.3977328307395469,4881.09825470591
32,-0.7285611024137325,-0.5237835426139125,0,71.782042,-0.8580418065704967,-1.840711090931173,-1.1799491824978006,-41.5,0,-0.8373784645824385,70.93592333,68.97577,1.2738706550204975,0.6134637751015928,-4.19707,-31.825,-1.7,70.62560917,22.40833333,24.04416499,0.029973487674846783,-0.4237812984342683,4903.840967915999
32,-0.7285611024137325,-0.5237835426139125,0,71.233572,-0.5225099421732747,-1.840711090931173,-1.3609069492840116,-40.8,0,-0.32268499616674984,70.28850667,70.18725,1.2738706550204975,0.6134637751015928,-1.94225,-31.825,-0.5,70.62560917,22.40833333,24.28680578,0.18054760402185685,0.3977328307395469,4792.458491346107
32,-0.7285611024137325,-0.5237835426139125,0,70.795896,-0.1525140209292892,-1.840711090931173,-1.4409324733768587,-39.8,0,0.19200847224893872,70.04916,70.98446,1.2738706550204975,0.6134637751015928,-0.71804,-31.825,0.1,70.62560917,22.40833333,24.29383524,0.21819113310861005,1.0138684276199086,4800.309805005699
32,-0.7285611024137325,-0.5237835426139125,0,70.535046,0.22450505230150225,-1.840711090931173,-1.414090627746788,-38.8,0,0.19200847224893872,70.66565333,70.82525,1.2738706550204975,0.6134637751015928,1.84948,-31.825,0.4,70.62560917,22.40833333,24.36779312,0.18054760402185685,-0.013024233847360709,4860.83514682305
32,-0.7285611024137325,-0.5237835426139125,0,70.26407,0.5805854976050704,-1.840711090931173,-1.2823721492909088,-38.3,0,0.19200847224893872,70.71911,70.34762,1.2738706550204975,0.6134637751015928,0.16037,-31.825,-0.3,70.62560917,22.40833333,24.07188998,0.06761701676159863,-0.11571349999408773,4907.429030676852
32,-0.7285611024137325,-0.5237835426139125,0,70.442914,0.8893184573128949,-1.840711090931173,-1.055545994984349,-38.7,0,0.19200847224893872,70.34762,69.86999,1.2738706550204975,0.6134637751015928,-1.11447,-31.825,-0.7,70.62560917,22.40833333,23.60039959,-0.0453135704986596,0.603111363033001,4843.577419821188
32,-0.7285611024137325,-0.5237835426139125,0,70.315778,1.1278066201627568,-1.840711090931173,-0.7504348230314185,-39.7,0,0.19200847224893872,69.92306,69.55157,1.2738706550204975,0.6134637751015928,-1.27368,-31.825,-0.8,70.62560917,22.40833333,23.36418034,-0.12060062867216463,0.705800629179728,4937.114037642059
32,-0.7285611024137325,-0.5237835426139125,0,69.933674,1.2783624101268312,-1.840711090931173,-0.38966733326513064,-41.8,0,0.19200847224893872,69.4985,69.07394,1.2738706550204975,0.6134637751015928,-1.27368,-31.825,-0.8,70.62560917,22.40833333,23.76161041,-0.23353121593242288,-1.4506739599015377,4952.204546074525
32,-0.7285611024137325,-0.5237835426139125,0,69.559856,1.3298197930103934,-1.840711090931173,-3.0024968286371384e-16,-44.6,0,0.3850185229048219,69.19389,68.95616,1.2738706550204975,0.6134637751015928,-0.91383,-31.825,-0.7,70.62560917,22.40833333,23.06894589,-0.3088182741059279,-0.3210920322875416,4990.551657259438
32,-0.7285611024137325,-0.5237835426139125,0,69.23595,1.3298197930103934,-0.9607642541554172,5.350166143068316e-17,-47.3,0,0.3206818393528609,68.91939667,68.72809,0.31462006956427274,1.3784405902727987,-0.82348,-36.62916667,-0.6,71.980435,23.60416667,22.96363256,-0.3464618031926798,-0.3210920322875416,6183.45713143142
32,-0.7285611024137325,-0.5237835426139125,0,68.92344,1.2783624101268316,-0.9607642541554172,0.3896673332651295,-49.5,0,0.3850185229048219,68.66389667,68.30744,0.31462006956427274,1.3784405902727987,-0.7665,-36.62916667,-0.6,71.980435,23.60416667,22.47923468,-0.459392390452938,0.2950435645928199,6433.429984583991
32,-0.7285611024137325,-0.5237835426139125,0,68.687198,1.1278066201627568,-0.9607642541554172,0.7504348230314185,-51.2,0,0.449355206456783,68.46863,68.37036,0.31462006956427274,1.3784405902727987,-0.5858,-36.62916667,-0.4,71.980435,23.60416667,22.45485557,-0.459392390452938,0.3977328307395469,6411.807104237863
32,-0.7285611024137325,-0.5237835426139125,0,68.4065,0.8893184573128949,-0.9607642541554172,1.055545994984349,-53.0,0,0.5780285735607051,68.11608333,67.67045,0.31462006956427274,1.3784405902727987,-1.05764,-36.62916667,-0.8,71.980435,23.60416667,22.08791081,-0.6476100358867013,-0.21840276614081452,6402.893580434993
32,-0.7285611024137325,-0.5237835426139125,0,68.205972,0.5805854976050713,-0.9607642541554172,1.2823721492909081,-55.1,0,0.7067019406646273,67.99811,67.95352,0.31462006956427274,1.3784405902727987,-0.35392,-36.62916667,-0.4,71.980435,23.60416667,22.13233399,-0.6099665067999493,-0.013024233847360709,6405.333476667731
32,-0.7285611024137325,-0.5237835426139125,0,68.072494,0.22450505230150286,-0.9607642541554172,1.4140906277467877,-57.2,0,0.6423652571126662,67.89489,68.0607,0.31462006956427274,1.3784405902727987,-0.30966,-36.62916667,-0.3,71.980435,23.60416667,22.73269834,-0.5723229777131962,-1.2452954276080839,6424.028587966062
32,-0.7285611024137325,-0.5237835426139125,0,67.91263,-0.15251402092928978,-0.9607642541554172,1.4409324733768585,-59.6,0,0.7710386242165883,67.84078,67.50812,0.31462006956427274,1.3784405902727987,-0.16233,-36.62916667,-0.2,71.980435,23.60416667,22.26864157,-0.7228970940602063,-1.142606161461357,6460.466549755524
32,-0.7285611024137325,-0.5237835426139125,0,67.717558,-0.5225099421732744,-0.9607642541554172,1.3609069492840118,-61.8,0,0.8353753077685494,67.65460667,67.395,0.31462006956427274,1.3784405902727987,-0.55852,-36.62916667,-0.4,71.980435,23.60416667,21.91972999,-0.7605406231469595,-0.6291598307277224,6479.483665132912
32,-0.7285611024137325,-0.5237835426139125,0,68.075006,-0.8580418065704966,-0.9607642541554172,1.1799491824978008,-62.4,0,0.7067019406646273,68.12027,69.45769,0.31462006956427274,1.3784405902727987,1.39699,-36.62916667,0.8,71.980435,23.60416667,23.0903879,-0.2711747450191747,-0.013024233847360709,6458.566958086515
32,-0.7285611024137325,-0.5237835426139125,0,68.761422,-1.1342247506947576,-0.9607642541554172,0.9114799827540598,-61.3,0,0.2563451558008998,69.41276333,71.3856,0.31462006956427274,1.3784405902727987,3.87748,-36.62916667,2.7,71.980435,23.60416667,24.99934584,0.2934781912821151,-1.142606161461357,6410.059166063179
32,-0.7285611024137325,-0.5237835426139125,0,69.685232,-1.3305755490332605,-0.9607642541554172,0.575410482432915,-58.8,0,-0.06533826195890557,71.17434667,72.67975,0.31462006956427274,1.3784405902727987,5.28475,-36.62916667,3.9,71.980435,23.60416667,25.84151812,0.7075570112363935,0.08966503229936632,6386.341431754575
32,-0.7285611024137325,-0.5237835426139125,0,71.159056,-1.4325317611183708,-0.9607642541554172,0.19666541895752346,-54.4,0,-0.32268499616674984,72.98086333,74.87724,0.31462006956427274,1.3784405902727987,5.41955,-36.62916667,4.3,71.980435,23.60416667,27.77469849,1.3474970057111897,-0.8345383630211762,6363.55802948395
32,-0.7285611024137325,-0.5237835426139125,0,72.760736,-1.4325317611183708,-0.9607642541554172,-0.19666541895752238,-49.0,0,-0.7730417810304774,74.32013,75.4034,0.31462006956427274,1.3784405902727987,4.0178,-36.62916667,3.7,71.980435,23.60416667,28.60401218,1.686288767491963,0.2950435645928199,6082.260189333336
32,-0.7285611024137325,-0.5237835426139125,0,74.104492,-1.3305755490332605,-0.9607642541554172,-0.5754104824329151,-42.5,0,-0.9660518316863606,75.48570333,76.17647,0.31462006956427274,1.3784405902727987,3.49672,-36.62916667,3.4,71.980435,23.60416667,29.48239595,1.9874370001859845,-0.11571349999408773,6090.763846928614
32,-0.7285611024137325,-0.5237835426139125,0,75.013988,-1.1342247506947578,-0.9607642541554172,-0.9114799827540595,-35.9,0,-1.1590618823422438,75.83765,75.93308,0.31462006956427274,1.3784405902727987,1.05584,-36.62916667,1.8,71.980435,23.60416667,29.56331927,2.0250805292727363,0.5004220968862739,6026.737333372753
32,-0.7285611024137325,-0.5237835426139125,0,75.85889,-0.8580418065704967,-0.9607642541554172,-1.1799491824978006,-28.0,0,-1.2233985658942048,76.33793667,76.90426,0.31462006956427274,1.3784405902727987,1.50086,-36.62916667,1.7,71.980435,23.60416667,30.41266534,2.3262287619667577,1.8353825567937239,6346.812985642765
32,-0.7285611024137325,-0.5237835426139125,0,76.261762,-0.5225099421732747,-0.9607642541554172,-1.3609069492840116,-20.5,0,-1.0303885152383216,76.57631333,76.8916,0.31462006956427274,1.3784405902727987,0.71513,-36.62916667,0.6,71.980435,23.60416667,30.07279132,2.2132981747064995,2.246139621380632,6128.4569469581065
32,-0.7285611024137325,-0.5237835426139125,0,76.21843,-0.1525140209292892,-0.9607642541554172,-1.4409324733768587,-14.4,0,-0.9660518316863606,76.32753333,75.18674,0.31462006956427274,1.3784405902727987,-0.74634,-36.62916667,-0.8,71.980435,23.60416667,28.62033163,1.7239322965787163,2.1434503552339046,6297.881872021187
32,-0.7285611024137325,-0.5237835426139125,0,75.95863,0.22450505230150225,-0.9607642541554172,-1.414090627746788,-8.6,0,-0.5800317303745941,75.65193667,74.87747,0.31462006956427274,1.3784405902727987,-2.02679,-36.62916667,-2.3,71.980435,23.60416667,27.87814198,1.4604275929714465,1.4246254922068162,6261.326679065827
32,-0.7285611024137325,-0.5237835426139125,0,75.46439,0.5805854976050704,-0.9607642541554172,-1.2823721492909088,-3.8,0,-0.451358363270672,74.50869667,73.46188,0.31462006956427274,1.3784405902727987,-3.42972,-36.62916667,-3.1,71.980435,23.60416667,26.61476561,1.046348773017168,2.040761089087178,6117.451598753738
32,-0.7285611024137325,-0.5237835426139125,0,74.719824,0.8893184573128949,-0.9607642541554172,-1.055545994984349,-1.0,0,0.06333510514501657,73.84026,73.18143,0.31462006956427274,1.3784405902727987,-2.00531,-36.62916667,-2.5,71.980435,23.60416667,25.99731729,0.7828440694098998,0.5004220968862739,6147.01601747898
32,-0.7285611024137325,-0.5237835426139125,0,73.888658,1.1278066201627568,-0.9607642541554172,-0.7504348230314185,-0.1,0,0.19200847224893872,73.12636,72.73577,0.31462006956427274,1.3784405902727987,-2.1417,-36.62916667,-2.2,71.980435,23.60416667,25.53677022,0.6322699530628885,0.705800629179728,6108.745323829315
32,-0.7285611024137325,-0.5237835426139125,0,73.32067,1.2783624101268312,-0.9607642541554172,-0.38966733326513064,-0.6,0,0.2563451558008998,72.75466667,72.3468,0.31462006956427274,1.3784405902727987,-1.11508,-36.62916667,-1.4,71.980435,23.60416667,25.13087,0.5193393658026302,1.3219362260600893,6140.519330913579
32,-0.7285611024137325,-0.5237835426139125,0,72.752692,1.3298197930103934,-0.9607642541554172,-3.0024968286371384e-16,-3.1,0,0.3850185229048219,72.37338333,72.03758,0.31462006956427274,1.3784405902727987,-1.14385,-36.62916667,-1.0,71.980435,23.60416667,24.91671063,0.40640877854237334,0.5004220968862739,6073.160994012779
32,-0.7285611024137325,-0.5237835426139125,0,72.467832,1.3298197930103934,-0.24046518804998857,5.350166143068316e-17,-6.5,1,0.3850185229048219,72.14065333,72.03758,-0.8815458453536789,1.105423525904853,-0.69819,-45.02916667,-0.6,68.21226375,21.70833333,24.96853811,0.40640877854237334,0.19235429844609334,8804.745507988535
32,-0.7285611024137325,-0.5237835426139125,0,72.236826,1.2783624101268316,-0.24046518804998857,0.3896673332651295,-10.6,1,0.2563451558008998,72.03385333,72.0264,-0.8815458453536789,1.105423525904853,-0.3204,-45.02916667,-0.2,68.21226375,21.70833333,25.00894537,0.4440523076291252,0.603111363033001,8867.70774289745
32,-0.7285611024137325,-0.5237835426139125,0,71.493912,1.1278066201627568,-0.24046518804998857,0.7504348230314185,-17.0,1,0.7710386242165883,71.02839333,69.0212,-0.8815458453536789,1.105423525904853,-3.01638,-45.02916667,-2.1,68.21226375,21.70833333,22.18532549,-0.38410533227943294,3.4784108151413555,9185.843331546761
32,-0.7285611024137325,-0.5237835426139125,0,70.765078,0.8893184573128949,-0.24046518804998857,1.055545994984349,-24.5,1,0.9640486748724716,69.91674333,68.70263,-0.8815458453536789,1.105423525904853,-3.33495,-45.02916667,-2.4,68.21226375,21.70833333,22.27788539,-0.4970359195396912,0.705800629179728,9392.037310645745
32,-0.7285611024137325,-0.5237835426139125,0,69.594382,0.5805854976050713,-0.24046518804998857,1.2823721492909081,-33.0,1,0.5780285735607051,67.96931,66.1841,-0.8815458453536789,1.105423525904853,-5.8423,-45.02916667,-3.8,68.21226375,21.70833333,20.74689408,-0.9864017976674759,1.2192469599133626,9133.109041618376
32,-0.7285611024137325,-0.5237835426139125,0,68.249714,0.22450505230150286,-0.24046518804998857,1.4140906277467877,-40.7,1,0.513691890008744,66.73365667,65.31424,-0.8815458453536789,1.105423525904853,-3.70696,-45.02916667,-2.1,68.21226375,21.70833333,21.2944049,-1.1746194431012391,-1.4506739599015377,9067.201564865743
32,-0.7285611024137325,-0.5237835426139125,0,66.63015,-0.15251402092928978,-0.24046518804998857,1.4409324733768585,-48.5,1,0.3850185229048219,65.14230667,63.92858,-0.8815458453536789,1.105423525904853,-4.77405,-45.02916667,-2.6,68.21226375,21.70833333,19.64725637,-1.4757676757952594,0.08966503229936632,9001.107363555959
32,-0.7285611024137325,-0.5237835426139125,0,65.50122,-0.5225099421732744,-0.24046518804998857,1.3609069492840118,-55.6,1,0.5780285735607051,64.20645667,63.37655,-0.8815458453536789,1.105423525904853,-2.80755,-45.02916667,-1.7,68.21226375,21.70833333,19.29791412,-1.6263417921422707,-0.11571349999408773,8915.251114125396
32,-0.7285611024137325,-0.5237835426139125,0,64.573112,-0.8580418065704966,-0.24046518804998857,1.1799491824978008,-61.4,1,0.06333510514501657,63.78907333,64.06209,-0.8815458453536789,1.105423525904853,-1.25215,-45.02916667,-0.6,68.21226375,21.70833333,19.8608516,-1.4004806176217544,0.08966503229936632,8881.467099515618
32,-0.7285611024137325,-0.5237835426139125,0,64.385922,-1.1342247506947576,-0.24046518804998857,0.9114799827540598,-65.6,1,-0.8373784645824385,64.22893,65.24815,-0.8815458453536789,1.105423525904853,1.31957,-45.02916667,1.4,68.21226375,21.70833333,21.05395247,-0.9487582685807228,0.3977328307395469,8912.405537781044
32,-0.7285611024137325,-0.5237835426139125,0,64.739778,-1.3305755490332605,-0.24046518804998857,0.575410482432915,-67.8,1,-1.416408616550088,65.46458667,67.08352,-0.8815458453536789,1.105423525904853,3.70697,-45.02916667,3.5,68.21226375,21.70833333,22.72527976,-0.3088182741059279,1.2192469599133626,8889.706412588705
32,-0.7285611024137325,-0.5237835426139125,0,65.451262,-1.4325317611183708,-0.24046518804998857,0.19666541895752346,-68.9,1,-1.9954387685177377,66.60589,67.486,-0.8815458453536789,1.105423525904853,3.42391,-45.02916667,3.7,68.21226375,21.70833333,23.46277308,-0.007670041411906407,2.246139621380632,8526.812007606773
32,-0.7285611024137325,-0.5237835426139125,0,66.592012,-1.4325317611183708,-0.24046518804998857,-0.19666541895752238,-69.0,1,-1.7380920343098933,67.88327333,69.0803,-0.8815458453536789,1.105423525904853,3.83215,-45.02916667,3.5,68.21226375,21.70833333,24.67724257,0.3687652494556201,1.4246254922068162,8185.088992991981
32,-0.7285611024137325,-0.5237835426139125,0,67.678554,-1.3305755490332605,-0.24046518804998857,-0.5754104824329151,-68.6,1,-1.9954387685177377,68.68703333,69.4948,-0.8815458453536789,1.105423525904853,2.41128,-45.02916667,2.4,68.21226375,21.70833333,25.29554456,0.5946264239761366,1.8353825567937239,8183.665697518587
32,-0.7285611024137325,-0.5237835426139125,0,68.768188,-1.1342247506947578,-0.24046518804998857,-0.9114799827540595,-65.2,1,-1.8667654014138155,69.75714,70.69632,-0.8815458453536789,1.105423525904853,3.21032,-45.02916667,2.4,68.21226375,21.70833333,26.17673634,0.8957746566701568,1.938071822940451,8247.970128438114
32,-0.7285611024137325,-0.5237835426139125,0,69.601984,-0.8580418065704967,-0.24046518804998857,-1.1799491824978006,-60.9,1,-1.9954387685177377,70.48120667,71.2525,-0.8815458453536789,1.105423525904853,2.1722,-45.02916667,2.0,68.21226375,21.70833333,26.89320666,1.1216358311906731,1.3219362260600893,8265.116792114537
32,-0.7285611024137325,-0.5237835426139125,0,70.338198,-0.5225099421732747,-0.24046518804998857,-1.3609069492840116,-55.2,1,-2.12411213562166,71.03863,71.16707,-0.8815458453536789,1.105423525904853,1.67227,-45.02916667,1.5,68.21226375,21.70833333,26.99513525,1.1592793602774263,1.4246254922068162,8219.642758307566
32,-0.7285611024137325,-0.5237835426139125,0,70.76823,-0.1525140209292892,-0.24046518804998857,-1.4409324733768587,-49.2,1,-1.9311020849657767,71.21667667,71.23046,-0.8815458453536789,1.105423525904853,0.53414,-45.02916667,0.5,68.21226375,21.70833333,26.74957997,1.08399230210392,1.7326932906469974,8477.136770693496
32,-0.7285611024137325,-0.5237835426139125,0,71.05395,0.22450505230150225,-0.24046518804998857,-1.414090627746788,-42.8,1,-1.8024287178618545,71.10697667,70.9234,-0.8815458453536789,1.105423525904853,-0.3291,-45.02916667,-0.5,68.21226375,21.70833333,26.40580618,0.9334181857569099,0.705800629179728,8460.745975757902
32,-0.7285611024137325,-0.5237835426139125,0,70.808062,0.5805854976050704,-0.24046518804998857,-1.2823721492909088,-37.4,1,-1.5450819836540102,70.54024667,69.46688,-0.8815458453536789,1.105423525904853,-1.70019,-45.02916667,-2.0,68.21226375,21.70833333,24.88499326,0.40640877854237334,0.705800629179728,8462.266664397828
32,-0.7285611024137325,-0.5237835426139125,0,70.219322,0.8893184573128949,-0.24046518804998857,-1.055545994984349,-33.7,1,-1.287735249446166,69.56636,68.3088,-0.8815458453536789,1.105423525904853,-2.92166,-45.02916667,-2.9,68.21226375,21.70833333,23.85971327,-0.007670041411906407,-0.11571349999408773,8707.440030751583
32,-0.7285611024137325,-0.5237835426139125,0,69.496244,1.1278066201627568,-0.24046518804998857,-0.7504348230314185,-32.0,1,-0.9660518316863606,68.44245333,67.55168,-0.8815458453536789,1.105423525904853,-3.37172,-45.02916667,-3.3,68.21226375,21.70833333,22.82103287,-0.3088182741059279,0.705800629179728,8896.600194475806
32,-0.7285611024137325,-0.5237835426139125,0,68.656256,1.2783624101268312,-0.24046518804998857,-0.38966733326513064,-32.5,1,-0.7730417810304774,67.63033333,67.03052,-0.8815458453536789,1.105423525904853,-2.43636,-45.02916667,-2.4,68.21226375,21.70833333,22.37178244,-0.4970359195396912,0.2950435645928199,8903.6338476523
32,-0.7285611024137325,-0.5237835426139125,0,67.755688,1.3298197930103934,-0.24046518804998857,-3.0024968286371384e-16,-34.1,1,-0.9660518316863606,67.00092,66.42056,-0.8815458453536789,1.105423525904853,-1.88824,-45.02916667,-1.6,68.21226375,21.70833333,21.95199691,-0.6099665067999493,0.705800629179728,8950.59285198029
32,-0.7285611024137325,-0.5237835426139125,0,66.97124,1.3298197930103934,0.31998062415488754,5.350166143068316e-17,-37.5,1,-0.6443684139265552,66.33190667,65.54464,-1.413889758462183,3.4694998138930973e-16,-2.00704,-50.79166667,-1.6,68.53340417,22.35,21.34794157,-0.9111147394939696,-0.21840276614081452,8889.031624332976
32,-0.7285611024137325,-0.5237835426139125,0,66.20471,1.2783624101268316,0.31998062415488754,0.3896673332651295,-42.2,1,-0.7087050974785163,65.48045,64.47615,-1.413889758462183,3.4694998138930973e-16,-2.55437,-50.79166667,-1.8,68.53340417,22.35,21.05499522,-1.1746194431012391,-1.142606161461357,8953.062315311592
32,-0.7285611024137325,-0.5237835426139125,0,65.499078,1.1278066201627568,0.31998062415488754,0.7504348230314185,-48.2,1,-0.2583483126147888,64.68143667,64.02352,-1.413889758462183,3.4694998138930973e-16,-2.39704,-50.79166667,-2.0,68.53340417,22.35,20.62410198,-1.3628370885350025,-1.2452954276080839,9029.75645852458
32,-0.7285611024137325,-0.5237835426139125,0,64.65403,0.8893184573128949,0.31998062415488754,1.055545994984349,-55.6,1,-0.2583483126147888,63.76831667,62.80528,-1.413889758462183,3.4694998138930973e-16,-2.73936,-50.79166667,-2.0,68.53340417,22.35,19.23374374,-1.6639853212290225,-0.21840276614081452,9030.468226588302
32,-0.7285611024137325,-0.5237835426139125,0,63.763418,0.5805854976050713,0.31998062415488754,1.2823721492909081,-63.7,1,-0.06533826195890557,62.9321,61.9675,-1.413889758462183,3.4694998138930973e-16,-2.50865,-50.79166667,-1.9,68.53340417,22.35,18.55529565,-1.8898464957495391,-0.11571349999408773,9034.265987303797
32,-0.7285611024137325,-0.5237835426139125,0,62.90902,0.22450505230150286,0.31998062415488754,1.4140906277467877,-72.1,1,0.19200847224893872,62.01514333,61.27265,-1.413889758462183,3.4694998138930973e-16,-2.75087,-50.79166667,-1.9,68.53340417,22.35,17.8587885,-2.0780641411833023,0.2950435645928199,9052.67955805058
32,-0.7285611024137325,-0.5237835426139125,0,62.17627,-0.15251402092928978,0.31998062415488754,1.4409324733768585,-80.4,1,0.2563451558008998,61.35085,60.8124,-1.413889758462183,3.4694998138930973e-16,-1.99288,-50.79166667,-1.4,68.53340417,22.35,17.85526087,-2.1909947284435605,-0.4237812984342683,8997.86977245498
32,-0.7285611024137325,-0.5237835426139125,0,61.60587,-0.5225099421732744,0.31998062415488754,1.3609069492840118,-87.1,1,0.3850185229048219,61.08552333,61.17152,-1.413889758462183,3.4694998138930973e-16,-0.79598,-50.79166667,-0.6,68.53340417,22.35,18.17597899,-2.1157076702700555,-0.6291598307277224,9004.278354904358
32,-0.7285611024137325,-0.5237835426139125,0,62.093166,-0.8580418065704966,0.31998062415488754,1.1799491824978008,-89.9,1,-0.2583483126147888,62.40856,65.24176,-1.413889758462183,3.4694998138930973e-16,3.96911,-50.79166667,2.7,68.53340417,22.35,20.85492876,-1.061688855840981,-0.013024233847360709,8965.25552732769
32,-0.7285611024137325,-0.5237835426139125,0,63.20808,-1.1342247506947576,0.31998062415488754,0.9114799827540598,-90.0,1,-0.8373784645824385,64.65178333,67.54207,-1.413889758462183,3.4694998138930973e-16,6.72967,-50.79166667,4.9,68.53340417,22.35,22.82591456,-0.3464618031926798,0.19235429844609334,9125.950357071142
32,-0.7285611024137325,-0.5237835426139125,0,64.743836,-1.3305755490332605,0.31998062415488754,0.575410482432915,-88.4,1,-1.0947251987902826,67.24508667,68.95143,-1.413889758462183,3.4694998138930973e-16,7.77991,-50.79166667,5.9,68.53340417,22.35,24.13275626,0.10526054584835182,0.08966503229936632,9119.235968247376
